,attnum,band,campaign,created_date,data_state,db,end_time,exec_host,expnum,nite,operator,pipeline,project,total time,reqnum,start_time,status,status_orig,submit_site,target_site,unitname,assessment,program,t_eff
8993,1,i,Y2A1,2016-04-19 21:29:05.468142,NEW,db-desoper,2016-04-20 06:16:42,iforge132,240566.0,20131001,mjohns44,finalcut,OPS,8.767,2355,2016-04-19 21:30:42,0.0,0.0,dessub,iforge-dev,D00240566,True,survey,0.878
7855,1,g,Y2A1,2016-04-19 21:28:31.176254,NEW,db-desoper,2016-04-20 09:54:34,iforge125,239723.0,20130929,mjohns44,finalcut,OPS,12.409,2355,2016-04-19 21:30:01,0.0,0.0,dessub,iforge-dev,D00239723,True,survey,0.518
8992,1,i,Y2A1,2016-04-19 21:27:57.306447,NEW,db-desoper,2016-04-20 10:16:03,iforge125,239722.0,20130929,mjohns44,finalcut,OPS,12.773,2355,2016-04-19 21:29:40,0.0,0.0,dessub,iforge-dev,D00239722,True,survey,0.8280000000000001
6667,1,i,Y2A1,2016-04-19 21:27:23.373120,NEW,db-desoper,2016-04-20 09:44:09,iforge125,239342.0,20130928,mjohns44,finalcut,OPS,12.252,2355,2016-04-19 21:29:00,0.0,0.0,dessub,iforge-dev,D00239342,True,survey,0.9420000000000001
646,1,i,Y2A1,2016-04-19 21:26:49.520342,NEW,db-desoper,2016-04-20 09:49:15,iforge125,239340.0,20130928,mjohns44,finalcut,OPS,12.349,2355,2016-04-19 21:28:19,0.0,0.0,dessub,iforge-dev,D00239340,True,survey,0.9880000000000001
645,1,r,Y2A1,2016-04-19 21:26:15.578712,NEW,db-desoper,2016-04-20 09:39:26,iforge125,239258.0,20130928,mjohns44,finalcut,OPS,12.196,2355,2016-04-19 21:27:39,0.0,0.0,dessub,iforge-dev,D00239258,True,survey,1.1680000000000001
5455,1,i,Y2A1,2016-04-19 21:25:41.847713,NEW,db-desoper,2016-04-20 09:25:12,iforge125,239257.0,20130928,mjohns44,finalcut,OPS,11.965,2355,2016-04-19 21:27:19,0.0,0.0,dessub,iforge-dev,D00239257,True,survey,1.2890000000000001
3038,1,g,Y2A1,2016-04-19 21:25:07.943463,NEW,db-desoper,2016-04-20 06:01:47,iforge132,239238.0,20130928,mjohns44,finalcut,OPS,8.584,2355,2016-04-19 21:26:44,0.0,0.0,dessub,iforge-dev,D00239238,True,survey,1.054
4241,1,g,Y2A1,2016-04-19 21:24:33.540654,NEW,db-desoper,2016-04-20 05:43:31,iforge132,239237.0,20130928,mjohns44,finalcut,OPS,8.287,2355,2016-04-19 21:26:19,0.0,0.0,dessub,iforge-dev,D00239237,True,survey,1.0150000000000001
3037,1,g,Y2A1,2016-04-19 21:23:59.658360,NEW,db-desoper,2016-04-20 05:46:53,iforge132,239236.0,20130928,mjohns44,finalcut,OPS,8.354,2355,2016-04-19 21:25:39,0.0,0.0,dessub,iforge-dev,D00239236,True,survey,1.079
6666,1,g,Y2A1,2016-04-19 21:23:24.652729,NEW,db-desoper,2016-04-20 07:23:06,iforge112,239235.0,20130928,mjohns44,finalcut,OPS,9.969,2355,2016-04-19 21:24:58,0.0,0.0,dessub,iforge-dev,D00239235,True,survey,1.0510000000000002
1842,1,g,Y2A1,2016-04-19 21:22:50.740079,NEW,db-desoper,2016-04-20 07:20:52,iforge112,239234.0,20130928,mjohns44,finalcut,OPS,9.937,2355,2016-04-19 21:24:38,0.0,0.0,dessub,iforge-dev,D00239234,True,survey,0.5780000000000001
5454,1,g,Y2A1,2016-04-19 21:22:16.440189,NEW,db-desoper,2016-04-20 07:23:06,iforge112,239232.0,20130928,mjohns44,finalcut,OPS,9.986,2355,2016-04-19 21:23:57,0.0,0.0,dessub,iforge-dev,D00239232,True,survey,0.744
6665,1,r,Y2A1,2016-04-19 21:21:42.667092,NEW,db-desoper,2016-04-20 07:39:30,iforge112,239230.0,20130928,mjohns44,finalcut,OPS,10.27,2355,2016-04-19 21:23:18,0.0,0.0,dessub,iforge-dev,D00239230,True,survey,0.509
4240,1,r,Y2A1,2016-04-19 21:21:08.927416,NEW,db-desoper,2016-04-20 09:31:10,iforge125,239228.0,20130928,mjohns44,finalcut,OPS,12.143,2355,2016-04-19 21:22:36,0.0,0.0,dessub,iforge-dev,D00239228,True,survey,0.629
644,1,r,Y2A1,2016-04-19 21:20:35.087804,NEW,db-desoper,2016-04-20 06:57:50,iforge111,239226.0,20130928,mjohns44,finalcut,OPS,9.592,2355,2016-04-19 21:22:17,0.0,0.0,dessub,iforge-dev,D00239226,True,survey,0.456
3036,1,r,Y2A1,2016-04-19 21:20:01.043645,NEW,db-desoper,2016-04-20 06:55:08,iforge111,239224.0,20130928,mjohns44,finalcut,OPS,9.559,2355,2016-04-19 21:21:37,0.0,0.0,dessub,iforge-dev,D00239224,True,survey,0.456
5453,1,i,Y2A1,2016-04-19 21:19:27.134452,NEW,db-desoper,2016-04-20 07:03:08,iforge111,239223.0,20130928,mjohns44,finalcut,OPS,9.703,2355,2016-04-19 21:20:58,0.0,0.0,dessub,iforge-dev,D00239223,True,survey,0.784
6664,1,i,Y2A1,2016-04-19 21:18:53.174236,NEW,db-desoper,2016-04-20 08:48:59,iforge131,239217.0,20130928,mjohns44,finalcut,OPS,11.478,2355,2016-04-19 21:20:17,0.0,0.0,dessub,iforge-dev,D00239217,True,survey,1.097
7854,1,r,Y2A1,2016-04-19 21:18:19.384192,NEW,db-desoper,2016-04-20 07:02:02,iforge111,239214.0,20130928,mjohns44,finalcut,OPS,9.702,2355,2016-04-19 21:19:56,0.0,0.0,dessub,iforge-dev,D00239214,True,survey,0.923
3035,1,i,Y2A1,2016-04-19 21:17:45.639217,NEW,db-desoper,2016-04-20 06:58:37,iforge111,239205.0,20130928,mjohns44,finalcut,OPS,9.656,2355,2016-04-19 21:19:16,0.0,0.0,dessub,iforge-dev,D00239205,True,survey,0.87
8991,1,r,Y2A1,2016-04-19 21:17:11.705759,NEW,db-desoper,2016-04-20 07:08:48,iforge111,239203.0,20130928,mjohns44,finalcut,OPS,9.836,2355,2016-04-19 21:18:37,0.0,0.0,dessub,iforge-dev,D00239203,True,survey,0.743
8990,1,r,Y2A1,2016-04-19 21:16:37.878488,NEW,db-desoper,2016-04-20 06:59:51,iforge111,239202.0,20130928,mjohns44,finalcut,OPS,9.693,2355,2016-04-19 21:18:16,0.0,0.0,dessub,iforge-dev,D00239202,True,survey,0.7140000000000001
1841,1,i,Y2A1,2016-04-19 21:16:03.417584,NEW,db-desoper,2016-04-20 06:38:28,iforge130,239199.0,20130928,mjohns44,finalcut,OPS,9.348,2355,2016-04-19 21:17:36,0.0,0.0,dessub,iforge-dev,D00239199,True,survey,0.9860000000000001
7852,1,z,Y2A1,2016-04-19 21:14:55.264604,NEW,db-desoper,2016-04-20 05:20:04,iforge132,239186.0,20130928,mjohns44,finalcut,OPS,8.058,2355,2016-04-19 21:16:35,0.0,0.0,dessub,iforge-dev,D00239186,True,Unknown,0.455
3034,1,i,Y2A1,2016-04-19 21:14:21.292645,NEW,db-desoper,2016-04-20 06:27:27,iforge111,239182.0,20130928,mjohns44,finalcut,OPS,9.192,2355,2016-04-19 21:15:56,0.0,0.0,dessub,iforge-dev,D00239182,False,Unknown,0.263
5452,1,g,Y2A1,2016-04-19 21:13:47.538784,NEW,db-desoper,2016-04-20 06:25:02,iforge130,239179.0,20130928,mjohns44,finalcut,OPS,9.158,2355,2016-04-19 21:15:35,0.0,0.0,dessub,iforge-dev,D00239179,False,Unknown,0.009000000000000001
6662,1,r,Y2A1,2016-04-19 21:13:13.788306,NEW,db-desoper,2016-04-20 06:46:56,iforge130,239178.0,20130928,mjohns44,finalcut,OPS,9.534,2355,2016-04-19 21:14:55,0.0,0.0,dessub,iforge-dev,D00239178,False,Unknown,0.021
643,1,g,Y2A1,2016-04-19 21:12:40.027266,NEW,db-desoper,2016-04-20 06:38:47,iforge130,238961.0,20130927,mjohns44,finalcut,OPS,9.409,2355,2016-04-19 21:14:14,0.0,0.0,dessub,iforge-dev,D00238961,True,survey,0.736
4238,1,g,Y2A1,2016-04-19 21:12:06.228378,NEW,db-desoper,2016-04-20 06:34:35,iforge130,238960.0,20130927,mjohns44,finalcut,OPS,9.35,2355,2016-04-19 21:13:34,0.0,0.0,dessub,iforge-dev,D00238960,True,survey,0.8200000000000001
4237,1,i,Y2A1,2016-04-19 21:11:31.986903,NEW,db-desoper,2016-04-20 07:22:25,iforge111,237998.0,20130923,mjohns44,finalcut,OPS,10.153,2355,2016-04-19 21:13:13,0.0,0.0,dessub,iforge-dev,D00237998,True,survey,0.763
7851,1,g,Y2A1,2016-04-19 21:10:58.204835,NEW,db-desoper,2016-04-20 06:29:06,iforge130,237997.0,20130923,mjohns44,finalcut,OPS,9.276,2355,2016-04-19 21:12:34,0.0,0.0,dessub,iforge-dev,D00237997,True,survey,0.7220000000000001
6660,1,i,Y2A1,2016-04-19 21:09:16.616281,NEW,db-desoper,2016-04-20 06:08:06,iforge130,237821.0,20130922,mjohns44,finalcut,OPS,8.954,2355,2016-04-19 21:10:53,0.0,0.0,dessub,iforge-dev,D00237821,False,Unknown,0.047
1839,1,r,Y2A1,2016-04-19 21:08:42.833469,NEW,db-desoper,2016-04-20 06:53:14,iforge111,237820.0,20130922,mjohns44,finalcut,OPS,9.717,2355,2016-04-19 21:10:12,0.0,0.0,dessub,iforge-dev,D00237820,False,Unknown,0.02
6659,1,i,Y2A1,2016-04-19 21:08:09.089039,NEW,db-desoper,2016-04-20 06:04:34,iforge130,237816.0,20130922,mjohns44,finalcut,OPS,8.912,2355,2016-04-19 21:09:52,0.0,0.0,dessub,iforge-dev,D00237816,False,Unknown,0.28200000000000003
642,1,g,Y2A1,2016-04-19 21:07:35.299959,NEW,db-desoper,2016-04-20 06:07:10,iforge130,237814.0,20130922,mjohns44,finalcut,OPS,8.966,2355,2016-04-19 21:09:12,0.0,0.0,dessub,iforge-dev,D00237814,False,Unknown,0.036000000000000004
5451,1,r,Y2A1,2016-03-29 13:43:05.088110,NEW,db-desoper,2016-03-30 12:58:47,fnpc7206.fnal.gov,237786.0,20130922,mjohns44,finalcut,OPS,23.201,2355,2016-03-29 13:46:42,0.0,0.0,dessub,fermigrid-ce,D00237786,False,supernova,0.064
1838,1,z,Y2A1,2016-04-19 21:07:01.355199,NEW,db-desoper,2016-04-20 06:32:59,iforge130,237754.0,20130922,mjohns44,finalcut,OPS,9.408,2355,2016-04-19 21:08:32,0.0,0.0,dessub,iforge-dev,D00237754,True,supernova,0.375
3033,1,z,Y2A1,2016-04-19 21:06:27.604270,NEW,db-desoper,2016-04-20 07:35:42,iforge111,237753.0,20130922,mjohns44,finalcut,OPS,10.458,2355,2016-04-19 21:08:12,0.0,0.0,dessub,iforge-dev,D00237753,True,supernova,0.337
1837,1,z,Y2A1,2016-04-19 21:05:53.896648,NEW,db-desoper,2016-04-20 06:33:39,iforge130,237720.0,20130922,mjohns44,finalcut,OPS,9.435,2355,2016-04-19 21:07:32,0.0,0.0,dessub,iforge-dev,D00237720,True,survey,0.7110000000000001
3032,1,z,Y2A1,2016-04-19 21:05:20.059161,NEW,db-desoper,2016-04-20 06:28:31,iforge130,237719.0,20130922,mjohns44,finalcut,OPS,9.361,2355,2016-04-19 21:06:53,0.0,0.0,dessub,iforge-dev,D00237719,True,survey,0.8140000000000001
5450,1,z,Y2A1,2016-04-19 21:04:46.283676,NEW,db-desoper,2016-04-20 07:32:06,iforge111,237709.0,20130922,mjohns44,finalcut,OPS,10.432,2355,2016-04-19 21:06:11,0.0,0.0,dessub,iforge-dev,D00237709,True,survey,1.018
4235,1,z,Y2A1,2016-04-19 21:04:12.256951,NEW,db-desoper,2016-04-20 06:07:08,iforge126,237704.0,20130922,mjohns44,finalcut,OPS,9.021,2355,2016-04-19 21:05:53,0.0,0.0,dessub,iforge-dev,D00237704,True,survey,0.884
637,1,i,Y2A1,2016-04-19 20:59:42.358153,NEW,db-desoper,2016-04-20 13:26:55,iforge126,236747.0,20130920,mjohns44,finalcut,OPS,16.429,2355,2016-04-19 21:01:10,0.0,0.0,dessub,iforge-dev,D00236747,False,Unknown,0.007
4230,1,r,Y2A1,2016-04-19 20:59:08.811173,NEW,db-desoper,2016-04-20 22:06:28,iforge132,236746.0,20130920,mjohns44,finalcut,OPS,25.093,2355,2016-04-19 21:00:52,0.0,0.0,dessub,iforge-dev,D00236746,False,Unknown,0.003
636,1,i,Y2A1,2016-04-19 20:58:35.254148,NEW,db-desoper,2016-04-20 16:24:34,iforge126,236430.0,20130919,mjohns44,finalcut,OPS,19.406,2355,2016-04-19 21:00:11,0.0,0.0,dessub,iforge-dev,D00236430,False,Unknown,0.025
6650,1,g,Y2A1,2016-03-29 13:29:14.066561,NEW,db-desoper,2016-03-29 18:02:27,fnpc7203.fnal.gov,232842.0,20130910,mjohns44,finalcut,OPS,4.437,2355,2016-03-29 13:36:13,0.0,0.0,dessub,fermigrid-ce,D00232842,True,survey,0.464
4224,1,g,Y2A1,2016-03-29 13:28:40.841874,NEW,db-desoper,2016-03-29 17:32:20,fnpc7208.fnal.gov,232826.0,20130910,mjohns44,finalcut,OPS,4.023,2355,2016-03-29 13:30:57,0.0,0.0,dessub,fermigrid-ce,D00232826,True,survey,0.74
3013,1,Y,Y2A1,2016-04-19 20:43:30.111520,NEW,db-desoper,2016-04-20 07:30:02,iforge131,232259.0,20130909,mjohns44,finalcut,OPS,10.748,2355,2016-04-19 20:45:08,0.0,0.0,dessub,iforge-dev,D00232259,True,survey,0.7080000000000001
624,1,g,Y2A1,2016-04-19 20:36:49.729879,NEW,db-desoper,2016-04-20 05:15:55,iforge127,230428.0,20130903,mjohns44,finalcut,OPS,8.625,2355,2016-04-19 20:38:25,0.0,0.0,dessub,iforge-dev,D00230428,False,survey,0.18100000000000002
8972,1,i,Y2A1,2016-04-19 20:34:36.667812,NEW,db-desoper,2016-04-20 05:38:04,iforge127,230381.0,20130903,mjohns44,finalcut,OPS,9.033,2355,2016-04-19 20:36:05,0.0,0.0,dessub,iforge-dev,D00230381,True,survey,0.7180000000000001
4212,1,r,Y2A1,2016-04-19 20:29:03.586873,NEW,db-desoper,2016-04-20 05:19:46,iforge132,230192.0,20130902,mjohns44,finalcut,OPS,8.817,2355,2016-04-19 20:30:45,0.0,0.0,dessub,iforge-dev,D00230192,True,supernova,0.398
5431,1,i,Y2A1,2016-04-19 20:28:29.914517,NEW,db-desoper,2016-04-20 04:59:45,iforge132,230144.0,20130902,mjohns44,finalcut,OPS,8.494,2355,2016-04-19 20:30:05,0.0,0.0,dessub,iforge-dev,D00230144,True,survey,0.913
617,1,r,Y2A1,2016-04-19 20:27:56.785790,NEW,db-desoper,2016-04-20 04:59:42,iforge132,230130.0,20130902,mjohns44,finalcut,OPS,8.505,2355,2016-04-19 20:29:25,0.0,0.0,dessub,iforge-dev,D00230130,True,survey,0.546
4211,1,g,Y2A1,2016-04-19 20:27:23.683190,NEW,db-desoper,2016-04-20 04:57:11,iforge132,230119.0,20130902,mjohns44,finalcut,OPS,8.468,2355,2016-04-19 20:29:05,0.0,0.0,dessub,iforge-dev,D00230119,True,survey,0.9870000000000001
1812,1,g,Y2A1,2016-04-19 20:26:50.487716,NEW,db-desoper,2016-04-20 04:54:22,iforge132,230099.0,20130902,mjohns44,finalcut,OPS,8.432,2355,2016-04-19 20:28:25,0.0,0.0,dessub,iforge-dev,D00230099,True,survey,0.542
7810,2,z,Y2A1,2016-04-25 13:27:45.574269,NEW,db-desoper,2016-04-25 23:01:03,iforge097,226695.0,20130815,mjohns44,finalcut,OPS,9.527,2355,2016-04-25 13:29:26,0.0,0.0,dessub,iforge-dev,D00226695,True,Unknown,1.574
2996,2,z,Y2A1,2016-04-25 13:27:09.858420,NEW,db-desoper,2016-04-26 02:31:07,iforge097,226693.0,20130815,mjohns44,finalcut,OPS,13.039,2355,2016-04-25 13:28:45,0.0,0.0,dessub,iforge-dev,D00226693,True,Unknown,1.6
2994,2,z,Y2A1,2016-04-25 13:26:37.115082,NEW,db-desoper,2016-04-26 00:57:20,iforge097,226688.0,20130815,mjohns44,finalcut,OPS,11.482,2355,2016-04-25 13:28:26,0.0,0.0,dessub,iforge-dev,D00226688,True,Unknown,1.439
608,2,z,Y2A1,2016-04-25 13:26:04.570258,NEW,db-desoper,2016-04-26 01:57:11,iforge097,226687.0,20130815,mjohns44,finalcut,OPS,12.49,2355,2016-04-25 13:27:46,0.0,0.0,dessub,iforge-dev,D00226687,True,Unknown,1.479
7808,2,z,Y2A1,2016-04-25 13:25:31.428703,NEW,db-desoper,2016-04-26 00:33:07,iforge097,226685.0,20130815,mjohns44,finalcut,OPS,11.101,2355,2016-04-25 13:27:05,0.0,0.0,dessub,iforge-dev,D00226685,True,Unknown,1.77
6633,2,i,Y2A1,2016-04-25 13:24:58.783647,NEW,db-desoper,2016-04-25 23:07:28,iforge097,226680.0,20130815,mjohns44,finalcut,OPS,9.684,2355,2016-04-25 13:26:25,0.0,0.0,dessub,iforge-dev,D00226680,True,Unknown,1.183
4201,2,i,Y2A1,2016-04-25 13:24:26.049346,NEW,db-desoper,2016-04-25 23:12:19,iforge097,226675.0,20130815,mjohns44,finalcut,OPS,9.77,2355,2016-04-25 13:26:06,0.0,0.0,dessub,iforge-dev,D00226675,True,Unknown,1.082
7806,2,z,Y2A1,2016-04-25 13:23:53.535598,NEW,db-desoper,2016-04-26 02:29:48,iforge097,226667.0,20130815,mjohns44,finalcut,OPS,13.073,2355,2016-04-25 13:25:26,0.0,0.0,dessub,iforge-dev,D00226667,True,supernova,1.19
1799,2,z,Y2A1,2016-04-25 13:23:20.982078,NEW,db-desoper,2016-04-26 00:56:24,iforge097,226654.0,20130815,mjohns44,finalcut,OPS,11.527,2355,2016-04-25 13:24:45,0.0,0.0,dessub,iforge-dev,D00226654,True,survey,1.151
2993,2,z,Y2A1,2016-04-25 13:22:48.467412,NEW,db-desoper,2016-04-26 01:42:53,iforge099,226650.0,20130815,mjohns44,finalcut,OPS,12.307,2355,2016-04-25 13:24:26,0.0,0.0,dessub,iforge-dev,D00226650,True,survey,1.078
5420,2,z,Y2A1,2016-04-25 13:22:15.803981,NEW,db-desoper,2016-04-26 02:19:14,iforge099,226618.0,20130815,mjohns44,finalcut,OPS,12.919,2355,2016-04-25 13:24:06,0.0,0.0,dessub,iforge-dev,D00226618,True,Unknown,1.212
6632,2,z,Y2A1,2016-04-25 13:21:42.820554,NEW,db-desoper,2016-04-26 02:18:15,iforge099,226615.0,20130815,mjohns44,finalcut,OPS,12.914,2355,2016-04-25 13:23:26,0.0,0.0,dessub,iforge-dev,D00226615,True,Unknown,1.222
8961,2,z,Y2A1,2016-04-25 13:21:09.831676,NEW,db-desoper,2016-04-26 03:16:34,iforge099,226610.0,20130815,mjohns44,finalcut,OPS,13.886,2355,2016-04-25 13:23:26,0.0,0.0,dessub,iforge-dev,D00226610,True,Unknown,1.2930000000000001
8960,2,Y,Y2A1,2016-04-25 13:20:36.995942,NEW,db-desoper,2016-04-26 02:27:47,iforge099,226599.0,20130815,mjohns44,finalcut,OPS,13.089,2355,2016-04-25 13:22:26,0.0,0.0,dessub,iforge-dev,D00226599,True,Unknown,2.4210000000000003
8959,2,Y,Y2A1,2016-04-25 13:20:03.619419,NEW,db-desoper,2016-04-26 02:02:53,iforge099,226592.0,20130815,mjohns44,finalcut,OPS,12.681,2355,2016-04-25 13:22:03,0.0,0.0,dessub,iforge-dev,D00226592,True,Unknown,2.0260000000000002
4198,2,Y,Y2A1,2016-04-25 13:19:29.941788,NEW,db-desoper,2016-04-26 01:40:10,iforge099,226588.0,20130815,mjohns44,finalcut,OPS,12.316,2355,2016-04-25 13:21:14,0.0,0.0,dessub,iforge-dev,D00226588,True,Unknown,1.7690000000000001
6630,2,r,Y2A1,2016-04-25 13:18:57.039424,NEW,db-desoper,2016-04-26 04:18:52,iforge099,226563.0,20130815,mjohns44,finalcut,OPS,14.966,2355,2016-04-25 13:20:55,0.0,0.0,dessub,iforge-dev,D00226563,True,Unknown,0.331
6629,2,r,Y2A1,2016-04-25 13:18:23.733967,NEW,db-desoper,2016-04-26 03:01:45,iforge099,226562.0,20130815,mjohns44,finalcut,OPS,13.692,2355,2016-04-25 13:20:15,0.0,0.0,dessub,iforge-dev,D00226562,True,Unknown,0.309
6628,2,r,Y2A1,2016-04-25 13:17:50.776632,NEW,db-desoper,2016-04-26 01:45:49,iforge099,226557.0,20130815,mjohns44,finalcut,OPS,12.432,2355,2016-04-25 13:19:54,0.0,0.0,dessub,iforge-dev,D00226557,True,Unknown,0.328
5417,2,i,Y2A1,2016-04-25 13:17:18.176016,NEW,db-desoper,2016-04-26 03:37:55,iforge099,226554.0,20130815,mjohns44,finalcut,OPS,14.311,2355,2016-04-25 13:19:15,0.0,0.0,dessub,iforge-dev,D00226554,True,Unknown,0.805
7804,2,i,Y2A1,2016-04-25 13:16:45.102689,NEW,db-desoper,2016-04-26 01:57:15,iforge099,226548.0,20130815,mjohns44,finalcut,OPS,12.644,2355,2016-04-25 13:18:35,0.0,0.0,dessub,iforge-dev,D00226548,True,Unknown,0.47600000000000003
1798,2,g,Y2A1,2016-04-25 13:16:12.608914,NEW,db-desoper,2016-04-26 03:48:26,iforge099,226525.0,20130815,mjohns44,finalcut,OPS,14.509,2355,2016-04-25 13:17:53,0.0,0.0,dessub,iforge-dev,D00226525,False,Unknown,0.111
7803,2,g,Y2A1,2016-04-25 13:15:39.860260,NEW,db-desoper,2016-04-26 02:37:46,iforge099,226510.0,20130815,mjohns44,finalcut,OPS,13.337,2355,2016-04-25 13:17:33,0.0,0.0,dessub,iforge-dev,D00226510,False,Unknown,0.092
